URL,Product Name,Brand,Sale Price,MRP
https://in.puma.com/in/en/pd/carina-2-0-zuki-womens-casual-sneakers/399830?swatch=05,Carina 2.0 Zuki Women's Casual Sneakers,Puma,2160,4499.0
https://in.puma.com/in/en/pd/carina-2-0-zuki-womens-casual-sneakers/399830?swatch=04,Carina 2.0 Zuki Women's Casual Sneakers,Puma,2160,4499.0
https://in.puma.com/in/en/pd/mb-05-rick--morty-basketball-shoes/312130?swatch=01,MB.05 Rick & Morty Basketball Shoes,Puma,13999,
https://in.puma.com/in/en/pd/speedcat-faded-sneakers/403688?swatch=04,Speedcat Faded Sneakers,Puma,7499,9999.0
https://in.puma.com/in/en/pd/inhale-smile-sneakers/402589?swatch=03,Inhale Smile Sneakers,Puma,8799,10999.0
https://in.puma.com/in/en/pd/majesty-points-in-the-paint-sneakers/312562?swatch=01,Majesty Points in the Paint Sneakers,Puma,7199,7999.0
https://in.puma.com/in/en/pd/cell-fraction-forcefusion-running-shoes/312674?swatch=05,Cell Fraction ForceFusion Running Shoes,Puma,7199,8999.0
https://in.puma.com/in/en/pd/puma-x-sonic-the-hedgehog-inverse-tails-shoes/404364?swatch=01,PUMA x Sonic the Hedgehog Inverse Tails Shoes,Puma,9599,11999.0
https://in.puma.com/in/en/pd/speedcat-og-sneakers/398846?swatch=04,Speedcat OG Sneakers,Puma,9999,
https://in.puma.com/in/en/pd/softride-seave-v1-flip-flops/391841?swatch=07,SOFTRIDE Seave V1 Flip-Flops,Puma,2499,
https://in.puma.com/in/en/pd/bmw-motorsport-caven-2-0-sneakers/309174?swatch=01,BMW Motorsport Caven 2.0 Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/speedcat-full-leather-sneakers/405449?swatch=02,Speedcat Full Leather Sneakers,Puma,6749,8999.0
https://in.puma.com/in/en/pd/x-cell-nova-fs-running-shoes/310936?swatch=01,X-Cell Nova FS Running Shoes,Puma,5249,6999.0
https://in.puma.com/in/en/pd/speedcat-og-sneakers/398846?swatch=43,Speedcat OG Sneakers,Puma,7499,9999.0
https://in.puma.com/in/en/pd/king-indoor-sneakers/401683?swatch=01,King Indoor Sneakers,Puma,8249,10999.0
https://in.puma.com/in/en/pd/lafrance-rnr-basketball-shoes/312274?swatch=02,LaFrancé RNR Basketball Shoes,Puma,11999,
https://in.puma.com/in/en/pd/softride-mayve-womens-running-shoes/310160?swatch=03,SOFTRIDE Mayve Women's Running Shoes,Puma,5499,
https://in.puma.com/in/en/pd/flymo-injex-flip-flops/399101?swatch=02,Flymo Injex Flip-Flops,Puma,1399,
https://in.puma.com/in/en/pd/royalcat-comfort-softride-daze-womens-slides/397159?swatch=05,Royalcat Comfort Softride Daze Women's Slides,Puma,2999,
https://in.puma.com/in/en/pd/accelerate-nitro-sqd-indoor-shoes/109258?swatch=01,Accelerate NITRO™ SQD Indoor Shoes,Puma,12999,
https://in.puma.com/in/en/pd/inhale-mens-sneakers/401560?swatch=21,Inhale Men's Sneakers,Puma,8249,10999.0
https://in.puma.com/in/en/pd/speedcat-pearlized-womens-ballet-shoes/404264?swatch=01,Speedcat Pearlized Women's Ballet Shoes,Puma,8999,
https://in.puma.com/in/en/pd/royalcat-memory-foam-slides/396064?swatch=04,Royalcat Memory Foam Slides,Puma,3299,
https://in.puma.com/in/en/pd/conduct-pro-womens-running-shoes/312087?swatch=04,Conduct Pro Women’s Running Shoes,Puma,7649,8499.0
https://in.puma.com/in/en/pd/magnify-nitro-3-high-cushion-performance-womens-running-shoes/311047?swatch=06,Magnify NITRO™ 3 High Cushion Performance Women's Running Shoes,Puma,11249,14999.0
https://in.puma.com/in/en/pd/softride-seave-v1-flip-flops/391841?swatch=06,SOFTRIDE Seave V1 Flip-Flops,Puma,2499,
https://in.puma.com/in/en/pd/accelerate-nitro-sqd-untamed-indoor-shoes/109257?swatch=01,Accelerate NITRO™ SQD UNTAMED Indoor Shoes,Puma,12999,
https://in.puma.com/in/en/pd/v-s2-tekno-sneakers/403640?swatch=01,V-S2 Tekno Sneakers,Puma,8799,10999.0
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=05,Palermo Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/cell-fraction-forcefusion-running-shoes/312674?swatch=04,Cell Fraction ForceFusion Running Shoes,Puma,7199,8999.0
https://in.puma.com/in/en/pd/inhale-sonic-casual-sneakers/404366?swatch=01,Inhale SONIC Casual Sneakers,Puma,8249,10999.0
https://in.puma.com/in/en/pd/speedcat-suede-cafe-womens-ballet-shoes/406758?swatch=01,Speedcat Suede Cafe Women's Ballet Shoes,Puma,6999,
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=08,Palermo Sneakers,Puma,6999,
https://in.puma.com/in/en/pd/speedcat-sneakers/406329?swatch=53,Speedcat Sneakers,Puma,7499,9999.0
https://in.puma.com/in/en/pd/speedcat-sneakers/406329?swatch=55,Speedcat Sneakers,Puma,7499,9999.0
https://in.puma.com/in/en/pd/lafrance-rnr-basketball-shoes/312274?swatch=01,LaFrancé RNR Basketball Shoes,Puma,8999,11999.0
